title,p_pos,p_neg,classification
On Monetary Policy:Yap at Japan, Not China,0.99378680321,0.0062131967903,pos
Vodafone GroupIs Expected to PostStrong Growth,0.51546653144,0.48453346856,pos
Slower Growth HitsCellphone Services Overseas,0.502941176471,0.497058823529,pos
South Korean Economic Growth Slows,0.920584368483,0.0794156315169,pos
Philadelphia FedReports Growth And Jobs Slowed,0.387964247188,0.612035752812,neg
East Asia Growth Forecast Is Raised,0.958710782148,0.0412892178524,pos
China Estimates Growth in 2006Was Likely 10.5%,0.69181902696,0.30818097304,pos
Embrace the Deficit,0.52802699925,0.47197300075,pos
Google's Earnings Engine May Stall,0.343888515782,0.656111484218,neg
Text of Bernanke RemarksOn Chinese Economy, Trade,0.654591985751,0.345408014249,pos
Euro Zone Wage GrowthSlowed in Third Quarter,0.828959500674,0.171040499326,pos
Thai GDP Picks Up Steam,0.398734177215,0.601265822785,neg
Past Losses a Plus for Large-Growth Funds,0.271928258341,0.728071741659,neg
India's Growth BoostsShort-Term Optimism,Long-Term Concern,0.988199300699,0.0118006993007,pos
Looking for SignalsIn Final GDP Reading,0.662632019348,0.337367980652,pos
Japan Expects GrowthTo Regain Steam Next Year,0.737100043563,0.262899956437,pos
China Data ShowQuicker GrowthIn Investments,0.750614250614,0.249385749386,pos
Indian Finance Official Expects Pickup in Growth,0.366079923882,0.633920076118,neg
Immigration Fuels U.K. Growth,0.91095890411,0.0890410958904,pos
Invest in Korea,0.120689655172,0.879310344828,neg
Pension Funds Still Invest Despite Prices,0.374251385097,0.625748614903,neg
Blue Chips Rally 494.13 but Paralysis Takes Hold,0.941730294165,0.0582697058349,pos
Treasurys fall on Citigroup rescue,0.488311483178,0.511688516822,neg
Italy Expected to Amplify Infrastructure Spending,0.862822969177,0.137177030823,pos
How Investors Can Get In On Buffett's Goldman Play,0.411711222318,0.588288777682,neg
Buyout Firm Could Call In Their IOUs,0.56398455314,0.43601544686,pos
A Pact to BuyChina Times Group,0.610238016712,0.389761983288,pos
Think Before Unloading,0.48851888877,0.51148111123,neg
Stand Pat or Rethink?,0.701047316252,0.298952683748,pos
Banco Santander Plans $1.2 Billion Brazil Investment,0.494433434367,0.505566565633,neg
Blue Chips Rally 494.13 But Paralysis Takes Hold,0.941730294165,0.0582697058349,pos
Dell's Revival Strategy Runs Into Trouble,0.828953065122,0.171046934878,pos
Think Railroads in Infrastructure Aid,0.31621376126,0.68378623874,neg
Judd Gregg: How to Make Sure the Stimulus Works,0.172967498486,0.827032501514,neg
Dubai Will Invest the Most in Deal to Boost Nigeria,0.787825903246,0.212174096754,pos
Ten largest buyout firms can spend $200 billion,0.0683388385326,0.931661161467,neg
The 'Alternatives' Route Was Tough Going in 2008,0.66055482453,0.33944517547,pos
Ireland to AcquireAnglo Irish Bank,0.716911764706,0.283088235294,pos
Inside a Swiss Bank, Madoff Warnings,0.612147198401,0.387852801599,pos
Hedge-Fund Middlemen Get Pinched,0.737534626039,0.262465373961,pos
Why We Keep Falling for Financial Scams,0.111393132387,0.888606867613,neg
Muni-Bond Bargains: Devil's in Details,0.851445560796,0.148554439204,pos
Let's Stimulate Private Risk Taking,0.835763120853,0.164236879147,pos
Yale's Investor Keeps Playbook,0.0329606033026,0.967039396697,neg
Obama Remarks on the Economy,0.483675143787,0.516324856213,neg
Excerpts of President-Elect Barack Obama's Speech on the Economy,0.739988370136,0.260011629864,pos
ETFs for Infrastructure,0.502600104004,0.497399895996,pos
Soros, Dell Join Flowers in Purchase of IndyMac,0.867767311872,0.132232688128,pos
Oaktree Capital Will Invest $3 Billion in South Korea,0.214884659037,0.785115340963,neg
Singapore Cellphone Repair FirmOverstated Profit and Revenue,0.984375,0.015625,pos
Fortis's Net Profit Rises 6.2%Buoyed by its Banking Unit,0.935293370587,0.0647066294133,pos
Seiko's Net Profit Falls 44%On Slump in Japan Watch Sales,0.840455569487,0.159544430513,pos
Cable & Wireless Returns to Profit,0.686749482402,0.313250517598,pos
Nippon Oil Pumps Fiscal-Year Profit,0.934554973822,0.065445026178,pos
Big Japanese Contractors Post Gains,0.694832396358,0.305167603642,pos
British Airways' Profit Drops 25%,0.787870762712,0.212129237288,pos
Fiat Posts Profit, Helped By Settlement With GM,0.910770257942,0.0892297420581,pos
SembCorp Net ProfitRose 64% in 1st Quarter,0.875,0.125,pos
McAfee Records Lower Profit,0.769553072626,0.230446927374,pos
Total's Net Increases 54%,On High Oil Prices, Margins,0.820240642526,0.179759357474,pos
Veritas Profit, Revenue Rise,0.961935483871,0.038064516129,pos
UBS Net Profit Increases 15%On Strength in Private Banking,0.972068786327,0.0279312136726,pos
Quanta Computer Logs32% Drop in Net Profit,0.818510119062,0.181489880938,pos
EDS Returns to Quarterly ProfitDespite Continued Fall in Revenue,0.720818384412,0.279181615588,pos
India Resource Firms May See Profit Hit Despite Demand,0.925034497788,0.0749655022122,pos
Bed Bath's Profit Rises 14%,0.87223219629,0.12776780371,pos
CarMax's Profit Drops 3% as Margins Rise,0.943546672337,0.0564533276632,pos
Krispy Kreme Profit Drops 53%,0.735294117647,0.264705882353,pos
HPCL net profit jumps, sales fall,0.754023680174,0.245976319826,pos
Suzlon Profit Slips; Job Cuts Considered,0.908859986751,0.0911400132493,pos
Unitech Net Profit Falls 28%,0.76898006135,0.23101993865,pos
India Oil Producer ONGC Posts Another Drop in Profit,0.95726648537,0.0427335146301,pos
Sales Slowdown Trims Oracle Profit,0.883928571429,0.116071428571,pos
Citibank India Posts Profit,0.975,0.025,pos
Smith & Wesson's Profit Jumps,0.320809248555,0.679190751445,neg
Carnival Profit Falls 33%; Drop Is Tempered by Lower Costs,0.748894384265,0.251105615735,pos
Pier 1 Imports Swings to Profit,0.7,0.3,pos
Adobe's Profit, Sales Slump,0.717391304348,0.282608695652,pos
Satyam Reports an Unexpected Profit,0.898444252377,0.101555747623,pos
'Opportunity Is All Over the World',0.607780818692,0.392219181308,pos
I Won't Trade Good Food and Love for 'Opportunity',0.706569980951,0.293430019049,pos
Speeding Through Cornfields -- at Four MPH,0.636352161537,0.363647838463,pos
China's Olympic Opportunity,0.324198359433,0.675801640567,neg
Is Avon's Latest Scent Sweet Smell of Success?,0.644414755712,0.355585244288,pos
Talking Too MuchOn a Job InterviewMay Kill Your Chance,0.505470576855,0.494529423145,pos
Lesson From Awful August:Never Sell in Time of Panic,0.496021574377,0.503978425623,neg
Basis Capital Will AllowLimited Fund Redemptions,0.511475496595,0.488524503405,pos
Promise of Gene Therapy In Fight Against Cancer,0.236614879148,0.763385120852,neg
Dell Taps Responsibility Officer,0.957287802749,0.0427121972507,pos
Transcript: The GOP Debate,0.854291188537,0.145708811463,pos
Clinton Bears BruntOf Barbs as Front-Runner,0.85,0.15,pos
Lessons for Merrill's Directors: In Future, Don't Reward Failure,0.935937652062,0.0640623479376,pos
Indonesia Circles the Wagons,0.341133816744,0.658866183256,neg
NPR Chief Ken SternRides the Airwaves,0.795306814643,0.204693185357,pos
McCain's School Choice Opportunity,0.626878361099,0.373121638901,pos
Obama and Economic Opportunity,0.655511811024,0.344488188976,pos
Letter From Bill Wrigley,0.602406536768,0.397593463232,pos
Entrepreneurs See Opportunity Down on the Yard Farm,0.7745878421,0.2254121579,pos
Hope Street Tool Seeks to Help People See Potential,0.841498802503,0.158501197497,pos
Europe's Caspian Opportunity,0.68549862763,0.31450137237,pos
Climate Change Opportunity,0.775840158147,0.224159841853,pos
Opportunity in Closed-End Funds,0.347599164927,0.652400835073,neg
IRA Investors See Golden Opportunity,0.479661346271,0.520338653729,neg
Wall Street Overlooks Bullish News For Closed-End Investment Funds,0.135556219819,0.864443780181,neg
Obama's America,0.672185430464,0.327814569536,pos
Reaching Out to Recruiters As You Work Your Way Up,0.737688586015,0.262311413985,pos
Is Free-Lancing for You?,0.494797782288,0.505202217712,neg
Mideast Funds Spot Deals,0.535579345088,0.464420654912,pos
Copper Slips After Hitting $4,0.846915609169,0.153084390831,pos
U.S. business lobby riles Democrats with ad push,0.842058581751,0.157941418249,pos
Oil and Gold May Gain Support After Taking Hits Amid Downturn,0.709985525681,0.290014474319,pos
Money-Fund Assets Show Gain,0.468252939142,0.531747060858,neg
August Jobs Data Boost Stocks,0.658850059081,0.341149940919,pos
Dow Ekes Out Gain After Early SlideAs Oil, Gold Retreat From Lofty Heights,0.897113312038,0.102886687962,pos
Nasdaq Finishes With Slight Gain,0.562762723597,0.437237276403,pos
European Shares Gain Ground,Boosted By Resource Sector,0.751454395728,0.248545604272,pos
MarketBeat: Dull Tape, Shiny Gain,0.0826103216156,0.917389678384,neg
In the Salad Aisle,Spinach's PainIs Arugula's Gain,0.898997940712,0.101002059288,pos
Equity UITs Gain As AlternativesTo Mutual Funds,0.743340732519,0.256659267481,pos
A Few Centuries Late,Convicted Witches Gain New Defenders,0.716066408136,0.283933591864,pos
AT&T, BellSouth, DuPont Gain;Boeing Drops After Downgrade,0.781103132513,0.218896867487,pos
Accor Profit JumpsAs It Refocuses on Core Hotels,0.81550802139,0.18449197861,pos
Bristol-Myers GainsAs VeriFone Also Rises,0.734805510535,0.265194489465,pos
Bollore Compels AegisTo Schedule Board Elections,0.824607329843,0.175392670157,pos
How Fresh Data Cloud PictureOf U.S. Economy,0.272212119724,0.727787880276,neg
Wal-Mart's July Sales Gain Signals Retail Strength,0.834816604114,0.165183395886,pos
Kraft Posts 44% Profit Gain,Raises Its Full-Year Forecast,0.9762612464,0.0237387536002,pos
Reagan Advisers Wanted To Trade Pork for Speed,0.714088755974,0.285911244026,pos
Allstate Posts 5% Earnings Gain,0.559523809524,0.440476190476,pos
Investors Wary Before Jobs Data,0.691092602634,0.308907397366,pos
Bank Mandiri Has Lots to GainIf Jakarta Eases Bad-Loan Laws,0.773805305033,0.226194694967,pos
Volkswagen's Net DoublesOn Sale of Europcar Unit,0.746621621622,0.253378378378,pos
Xerox Net Falls39% FollowingYear-Ago Gain,0.372171945701,0.627828054299,neg
Citigroup Profit Gain Is StuntedBy Weak Consumer Business,0.748532577876,0.251467422124,pos
Standard Life Shares Gain in Debut,0.728075073982,0.271924926018,pos
Wal-Mart ExpectsSales at BottomOf June Forecast,0.885416666667,0.114583333333,pos
Prudential Posts50% Profit GainDespite Egg Loss,0.517326732673,0.482673267327,pos
Less Rate Fear:Dow IndustrialsRally 119 Points,0.633606734297,0.366393265703,pos
Nasdaq Climbs on GDP Report, But McAfee Falls on Restatement,0.269784938552,0.730215061448,neg
Zynga Leans On Some Workers,0.759917271442,0.240082728558,pos
Indian Shares End Lower,0.650722991991,0.349277008009,pos
U.S. Stocks Remain Resilient Despite Tensions,0.911986263432,0.0880137365681,pos
'Cash Flow' Isn'tWhat It Used to Be,0.641799638098,0.358200361902,pos
GE Cuts Past Operating Cash Flows,0.717751795812,0.282248204188,pos
Oil Companies ReapCash WindfallFrom Price Surge,0.915384615385,0.0846153846154,pos
Auction-Rate Securities Under Fire,0.496928518243,0.503071481757,neg
Shares Surpass Cash as Takeover Currency of Choice,0.623651210265,0.376348789735,pos
Little Campus Lab Shakes Big Firms,0.142659926484,0.857340073516,neg
Cash Accounts Rebound,0.24343122102,0.75656877898,neg
Tyco Deferred Bonuses to CutSize of Pay on Proxy Statement,0.530305723427,0.469694276573,pos
Delta Air Adds New MeasuresTo Cash-Conservation Effort,0.870984626825,0.129015373175,pos
Value Stocks,0.435222672065,0.564777327935,neg
Make Money, Help Cash-Short Inventors,0.744467765613,0.255532234387,pos
AT&T Saves Cash for FCC Charges,0.671252538251,0.328747461749,pos
Cox May Sell Four Cable Systems,Cash In on Private-Equity Thirst,0.807370786811,0.192629213189,pos
Japan's Central BankMay Trim Cash Target,0.828912242044,0.171087757956,pos
PLDT Net Jumps on Cellular Strength,0.744466173272,0.255533826728,pos
Dell Puts Cash Flow to Work,0.861796912892,0.138203087108,pos
Value Managers Are Flush With Cash,0.498887307422,0.501112692578,neg
Treasury Plans Sale of Notes, Bills,0.9719749776,0.0280250224003,pos
GM Won't Face Cash Crisis If Rating Gets Cut,0.541386474801,0.458613525199,pos
Delta's $1.07 Billion Loss FuelsWorries of Another Cash Crunch,0.529654334147,0.470345665853,pos
The Buggy-Whip Maker,0.481018865747,0.518981134253,neg
Judge Is Seen Approving Adelphia Breakup Fee,0.719075552527,0.280924447473,pos
Sharper Financial PictureExpected for DirecTV,0.70217955371,0.29782044629,pos
Hutchison's Long-Distance Bill,0.826642335766,0.173357664234,pos
Brokerage Firms BoostEfforts to Offer Banking,0.502541296061,0.497458703939,pos
Marathon to Buy Ashland StakeIn Midwest Refinery Venture,0.527566539924,0.472433460076,pos
Performance Tires BurnRubber -- and Cash,0.629382289565,0.370617710435,pos
Is Gold's Run Over?,0.487961951633,0.512038048367,neg
John Bull Confronts Criminals, Chickens Out,0.722168184853,0.277831815147,pos
Small Stocks Bear Brunt of Fall,0.299025569615,0.700974430385,neg
A Longtime Loser,Pro Soccer BeginsTo Score in U.S.,0.824200157557,0.175799842443,pos
Bear Hunting,0.5375,0.4625,pos
Sour Sentiment, Stalled Stocks,0.485074626866,0.514925373134,neg
Canine Mutiny: Dog Owners Fight Insurers,0.692048214446,0.307951785554,pos
Wall Street Trades Up,0.0984862768336,0.901513723166,neg
Uncertainty Reigns,0.886363636364,0.113636363636,pos
FirstFed's Troubling Numbers,0.249208860759,0.750791139241,neg
Next Tankan Survey PlaysBig Role at Bank of Japan,0.403322083782,0.596677916218,neg
It's Time to Buy: Nasdaq's Slide Signals Opportunities for Investors,0.713766805594,0.286233194406,pos
Cowabunga Yarchagumba,0.5,0.5,pos
Talking the Talk,0.458375162527,0.541624837473,neg
Tomorrow's Testimony Today,0.863486842105,0.136513157895,pos
All Hail the New Bull Market!,0.655095506682,0.344904493318,pos
Thinking Like a Bull in a Bear Market,0.325597283603,0.674402716397,neg
OVERHEARD,0.5,0.5,pos
Don't Get Too Excited About This Rally,0.745424582438,0.254575417562,pos
Alternatives to Going to College After High School,0.517239022528,0.482760977472,pos
Are ETFs Driving Late-Day Turns?,0.545639373237,0.454360626763,pos
Photos of the Year, 2008,0.529612915118,0.470387084882,pos
Damage Done May Require Bigger Moves,0.519073679905,0.480926320095,pos
The Year in Photos: Sports,0.302183654087,0.697816345913,neg
Stock Investors Lose Faith, Pull Out Record Amounts,0.301450714072,0.698549285928,neg
Madoff Created Air of Mystery,0.567554204393,0.432445795607,pos
Photos of the Year: The Best,0.601257783585,0.398742216415,pos
Even With His '08 View Way Off, Mr. Paulsen Sees '09 Heading Up,0.872149494306,0.127850505694,pos
An Optimist Looks Back on a Rough Year,0.480858885623,0.519141114377,neg
President-elect Barack Obama's Transition Team Promises Bridges to Everywhere,0.699797633873,0.300202366127,pos
