title,polarity,subjectivity,classification
With Little Choice  REITs Raise Capital,-0.1875,0.5,neg
REIT Dividend Cuts Loom,0.0,0.0,neu
General Growth Avoids Chapter 11,0.05,0.5,pos
Mall Owner Presses Bondholders,0.0,0.0,neu
The Year of the Quarterback Meltdown,0.0,0.0,neu
AT&T Inc.,0.0,0.0,neu
AT&T  BellSouth Statement,0.0,0.0,neu
AT&T Inc.,0.0,0.0,neu
AT&T Issues Upbeat Forecasts,0.0,0.0,neu
Phone Giants Roll Out 'Three Screen' Strategy,0.0,0.0,neu
Union WeaknessLets Firms SeekBig Concessions,0.0,0.0,neu
In Europe's AuctionOf New Web Names Strife and Confusion,0.136363636364,0.454545454545,neu
AT&T Inc.,0.0,0.0,neu
AT&T Expands High-Speed Internet Rollout,0.0,0.0,neu
Energy Firm to Miss TargetFor Drilling Offshore Russia,-0.2,0.4,neu
Online Clothes Reviews Give'Love That Dress' New Clout,0.318181818182,0.527272727273,pos
Alltel Looks Like a Good Call to Private Equity,0.35,0.4875,neu
How a Highflier in Marketing Fell at Wal-Mart,0.0,0.0,neu
Sony Will Boost LCD Shipments,0.0,0.0,neu
Search EnginesHelp ShoppersTo Buy Locally,0.0,0.0,neu
Wall Street Weighs InOn Airline Consolidation,0.0,0.0,neu
Wii! Wii! Wii! This Holiday Season Has Been a Wild Ride for Nintendo,0.1,0.4,neu
Wal-Mart Blames Short-Term Woes But Some Expect Challenges to Remain,0.0,0.0,neu
Walgreen Profit Jumps 25% Helped by Prescription Sales,0.0,0.0,neu
SEC Fines Time Warner $300 Million,-0.1,0.6,neg
Text of SEC StatementOn Time Warner Settlement,-0.1,0.6,neg
Cablevision  Time Warner FailTo Reach Sports Networks Deal,0.0,0.0,neu
Time Warner Press Release on SEC Settlement,-0.1,0.6,neg
Time Warner Joins 'Indie' Film CompanyWith HBO  New Line,0.0681818181818,0.227272727273,neu
Warner Music Unveils IPO Plan In Possible Step Toward EMI Deal,0.0,1.0,neu
EU Drops Probe Into DealAllying Microsoft  Time Warner,0.0,0.0,neu
Time Warner's Ivan HeldMoves to Putnam's Sons,0.0,0.0,neu
Internet-Service Providers UseVOIP to Get Into Phone Game,-0.4,0.4,neu
Movie  Music GiantsTry New Weapon Against Pirates: Price,0.136363636364,0.454545454545,neu
Semiconductor Firms Slash Forecasts,0.0,0.0,neu
Semiconductor Companies Are Hot Commodities Recently,0.125,0.55,pos
Are Chips Done With Dips?,0.0,0.0,neu
Fairchild Semi to Cut 12% of Staff,0.0,0.0,neu
Dow industrials decline amid profit warnings,0.0,0.0,neu
Two New Devices Give Presentations Some Portability,0.136363636364,0.454545454545,neu
FedEx and SunTrust Get Hit in Down Day,-0.155555555556,0.288888888889,neu
Dow Drops 2.7% in Broad Retreat,0.0625,0.3125,neu
European Shares Advance; Daimler  Nokia Gain,0.0,0.0,neu
Moscow to OPEC: Let's Revamp How Oil is Traded,0.0,0.0,neu
Court Bolsters UnitedHealth Settlement,0.0,0.0,neu
GM Reaches Settlement In Securities-Fraud Case,0.0,0.0,neu
Humana Net Falls as Costs Increase,0.0,0.0,neu
Fierce Bidding for Drug Benefit,0.0,0.0,neu
Top Newsletter Picks,0.5,0.5,pos
Insurers Bet BigOn New Drug Benefit,0.136363636364,0.454545454545,neu
WellPoint Gets New York FootholdIn $6.5 Billion WellChoice Deal,0.136363636364,0.454545454545,neu
Medicare Names ApprovedDrug-Plan Providers,0.0,0.0,neu
Newly Out of a Job? Here's How To Replace the Health Benefits,0.136363636364,0.454545454545,neu
Insurers Hire Radiology Police to Vet Scanning,0.0,0.0,neu
UPS  Union Pacific Profits Show Healthy Economy,0.5,0.5,pos
Union Pacific's Profit JumpsOn Sharp Rise in Shipping Rates,-0.125,0.75,neg
The Middle of Somewhere,0.0,0.0,neu
Tensions MountOver Fuel ChargesSet by Railroads,0.0,0.0,neu
Three Chinese AirlinesMight Forge Tighter Links,0.0,0.0,neu
Traffic Jam on the Tracks,0.0,0.0,neu
Pomp & Circumstance,0.0,0.0,neu
Noted ...,0.0,0.0,neu
Can Ethanol SolveThe Nation's Energy Problems?,0.0,0.0,neu
A Look at Three Companies in Energy Deal,0.0,0.0,neu
Trying to Turn Its Image Around U.S. Puts Top CEOs Out Front,0.5,0.5,pos
GM's Board Seeks to AddAn African-American Director,0.0,0.0,neu
Pension Measures Remain Far Apart,0.1,1.0,pos
Air-Cargo Customers ComplainAbout Carriers' Surcharges,0.0,0.0,neu
McAfee Rises 18%;Arch Coal Declines,0.0,0.0,neu
Intel  Yahoo Trade RobustlyAmid Week of Tech Earnings,0.0,0.0,neu
UPS Rebounds to 16% Net Rise But Is Cautious About Economy,0.0,0.0,neu
Amazon Delivers 'Harry Potter'On Same Day of Book's Release,0.0,0.125,neu
Banks Start to Cater to Late Payers,-0.3,0.6,neg
U.S. Postal Service Makes MoveToward Setting a Rate Increase,0.0,0.0,neu
Selling the Special Touch,0.357142857143,0.571428571429,pos
Marvell DropsOn SEC Query;Rambus Gains 6.7%,-0.1,0.6,neg
Fed Faces a Post-Katrina Conundrum:Slowdown in Growth  Rise in Inflation,0.0,0.0,neu
Lenders Ease The Throttle On Car Loans,0.0,0.0,neu
Hiring Outlook Is Bleak For Banking Professionals,-1.0,1.0,neg
U.S. Banks: Too Big to Fail. Too Big to Save?,-0.166666666667,0.166666666667,neu
Four at Four: Audio-Video Plug-Ins,0.0,0.0,neu
With PNC Riding High  Some Wonder If Bank Can Stick to Turnaround Plan,0.16,0.54,pos
To raise more capital  Citigroup is shoving aside its shareholders,0.5,0.5,pos
Countrywide Reports Another RiseIn Overdue Loans,0.0,0.0,neu
Armenian Genocide Resolution Advances Despite Obama Push,0.0,0.0,neu
DJIA Extends Winning Streak to Four,0.5,0.75,pos
Abu Dhabi's Oil Output Gets Tougher,0.0,0.0,neu
Obama to Push NASA Plans,0.0,0.0,neu
Media Giants Converge on Abu Dhabi,0.0,0.0,neu
United Arab Emirates Joins Nuclear Club,0.0,0.0,neu
FAA  NASA Clash Over Commercial Space Safety,0.0,0.0,neu
Northrop Quits Pentagon Tanker Contest,0.0,0.0,neu
Obama Details Effort to Double Exports Over Five Years,0.0,0.0,neu
In Texas  a Feud Heats Up Between Wind Power and Natural Gas Power Plants,0.1,0.4,neu
More Merchants ComplyingWith Visa's Security Rules,0.5,0.5,pos
Corrections & Amplifications,0.0,0.0,neu
Security-Software Industry's Miniboom,0.0,0.0,neu
Making SureYour StoresGuard the Data,0.0,0.0,neu
Counting More Than Clicks,0.5,0.5,pos
'Curveball: Spies  Lies and the Con Man Who Caused a War',0.0,0.0,neu
How Lawmaker Rebuilt Hometown on Earmarks,0.0,0.0,neu
What's So Good About Badminton?,0.7,0.6,pos
MasterCard'sShares Up 21%On Profit Gain,0.0,0.0,neu
TJX Ruling Gives Banks a Breakthrough,0.0,0.0,neu
Cable vs. Phone: Giants Escalate Fierce Turf War,0.0,0.0,neu
In Risky Move  a New AT&TBets on Internet Technology,0.136363636364,0.454545454545,neu
MCI Reached Profit in Quarter,0.0,0.0,neu
BellSouth LaunchesFastest Web ServiceAmong Phone Firms,0.0,0.0,neu
FCC Approves Verizon-MCI PactAnd SBC's Purchase of AT&T,0.0,0.0,neu
SBC CompletesAT&T Purchase Takes New Name,0.136363636364,0.454545454545,neu
Angling for a Cellphone Upgrade,0.0,0.0,neu
Alltel to Acquire Midwest Wireless For $1.08 Billion,0.0,0.0,neu
How to Watch TV,0.0,0.0,neu
Cable Companies See New Threat In FCC Shift on a la Carte Service,0.136363636364,0.454545454545,neu
Alliance Boots Takes 12% in China's Nanjing Pharmaceutical,0.0,0.0,neu
Video: Deal Journal's Winners and Losers: Marissa Mayer and...?,-0.2,0.2,neu
KKR Makes Money Back on Alliance Boots Sale,0.0,0.0,neu
Walgreen-Alliance Boots: KKR Makes Back its Money,0.0,0.0,neu
Walgreens-Alliance Boots Merger Poses Tech Challenges,0.0,0.0,neu
Analysts Blasting Walgreen-Alliance Boots Deal as Shares Fall,0.0,0.0,neu
Alliance Boots Deal Biggest in Walgreen's History,0.0,0.0,neu
Walgreen to Spend $6.7 Billion on Alliance Boots Stake,0.0,0.0,neu
Video: Walgreen Buys Alliance Boots Stake for $6.7 Billion,0.0,0.0,neu
A.M. Vitals: Untreatable TB Strain in India,0.0,0.0,neu
U.S. to Sell Wells Fargo Warrants,0.0,0.0,neu
U.S. Gains $840.4 Million From Wells Fargo Warrants,0.0,0.0,neu
Wells Fargo  Bank of America: Money Flow Leaders (WFC  BAC),0.0,0.0,neu
Wells Fargo CEO John Stumpf Discusses Charitable Giving in San Francisco,0.6,0.8,pos
Best on the Street Stock Analysts: Business & Industrial Services,1.0,0.3,neu
Diminishing Return for Taxpayers on Citi Stake,0.0,0.0,neu
When Mortgage Relief Is a Band-Aid,0.0,0.0,neu
Property Report: Tribal-Casino Loans Tested by Ruling,0.0,0.0,neu
Chicago Landmark Teeters,0.0,0.0,neu
Overhaul Puts Bank Ratings at Risk,0.0,0.0,neu
The Dark Side Of 'Green' Bulbs,-0.175,0.35,neu
Defeatist Double Standard,0.0,0.0,neu
Wal-Mart Sneezes China Catches Cold,-0.6,1.0,neg
Roehm AccusesWal-Mart BrassOf Ethics Lapses,0.0,0.0,neu
Fashion Faux Pas Hurts Wal-Mart,0.0,0.0,neu
Wal-Mart Chief BoughtRing From Firm's Vendor,-0.2,0.4,neu
Wal-Mart Net Rises As Weakness in U.S. Persists,0.0,0.0,neu
Wal-Mart Sales DeclineIs Worst in 28 Years,-1.0,1.0,neg
Dell to Rely Less on Direct Sales,-0.0333333333333,0.233333333333,neu
Wal-Mart Weighs Tie-Up,0.0,0.0,neu
Exxon Adopts Majority VoteFor Uncontested Directors,0.0,0.0,neu
Results at Exxon Shell May AugurGrowth Slowdown,0.0,0.0,neu
Exxon  China Reach Tentative Deal on Russian Gas,0.0,0.0,neu
MarketBeat: Broad and Deep Advance,0.03125,0.35625,neu
Oil News Roundup,0.0,0.0,neu
Oil News Roundup,0.0,0.0,neu
Oil News Roundup,0.0,0.0,neu
Oil News Roundup,0.0,0.0,neu
Indonesia Renews BidTo Lure Foreign Investors,-0.125,0.125,neu
Chinese Oil Companies CloseValue Gap With Overseas Rivals,0.0,0.0,neu
