title,p_pos,p_neg,classification
As Tech Rebounds A Software MogulBuilds Big in Hawaii,0.436368244022,0.563631755978,neg
BEA's Response to Oracle,0.883928571429,0.116071428571,pos
Oracle Delivers LetterTo BEA Systems Board,0.985884084778,0.0141159152224,pos
A Positive Halo,0.452380952381,0.547619047619,neg
The Private-Equity CEO,0.50025,0.49975,pos
Oracle's Letter to Retek Directors,0.782554877042,0.217445122958,pos
In Line to Lead,0.489335818818,0.510664181182,neg
Oracle's Statement on Siebel Deal,0.830267192291,0.169732807709,pos
Oracle Cases Show Risks of Selling,0.838348079539,0.161651920461,pos
Judge Questions Costs in Oracle Suit,0.878956930429,0.121043069571,pos
Roc Oil to Drill in Angola,0.151785714286,0.848214285714,neg
Oil News Roundup,0.744845360825,0.255154639175,pos
Oil News Roundup,0.744845360825,0.255154639175,pos
Oil News Roundup,0.744845360825,0.255154639175,pos
Oil News Roundup,0.744845360825,0.255154639175,pos
Behind Soaring Executive Pay Decades of Failed Restraints,0.811047040225,0.188952959775,pos
Nexen Targets Canada Oil Sands To Sell Some Conventional Fields,0.572092718846,0.427907281154,pos
Oil Drilling Goes High Tech,0.283637202094,0.716362797906,neg
Oil News Roundup,0.744845360825,0.255154639175,pos
Oil News Roundup,0.744845360825,0.255154639175,pos
What's Old is New,0.541801535404,0.458198464596,pos
Drinks Makers Woo Convenience Store Shoppers,0.267237862141,0.732762137859,neg
Stocks to Watch: McDonald's  Dollar Thrifty and More!,0.59213382711,0.40786617289,pos
New! Improved! Products That Look Very Old,0.351667093428,0.648332906572,neg
In Quest for Job Candidates  Companies Aim to Look Cool,0.669723910628,0.330276089372,pos
To Cut Costs in China  Companies Shrink Package Size,0.724925605302,0.275074394698,pos
Ronald McDonald to Face Fire at Annual Meeting,0.973093216045,0.0269067839552,pos
McDonald's Marketing and Ronald McDonald Come Under Fire,0.71353758381,0.28646241619,pos
PepsiCo Plans Recycling Initiative,0.547399328859,0.452600671141,pos
Tata Tea  PepsiCo Explore Joint Venture,0.717391304348,0.282608695652,pos
Pfizer to Cut 6 000 Jobs  Halt Work at Eight Sites in Wake of Wyeth Deal,0.707217783911,0.292782216089,pos
OPTIONS REPORT: Big 'Buy-Write' Trades in Pfizer  Activision,0.0736144578313,0.926385542169,neg
Pfizer Halts Inspra Trial Enrollment on Early Success,0.575003765421,0.424996234579,pos
Pfizer Teams Up With Medical School,0.632971923053,0.367028076947,pos
Supreme Court Rejects Pfizer Appeal in Investor Suit,0.666486304948,0.333513695052,pos
AstraZeneca Poaches R&D Head From Pfizer,0.503115406629,0.496884593371,pos
Pfizer  Merck Net Slides,0.754901960784,0.245098039216,pos
Generic Lipitor Goes on Sale in Canada,0.483876650504,0.516123349496,neg
Pfizer Deal Highlights China's Clout,0.755917678797,0.244082321203,pos
Corporate Watch,0.596774193548,0.403225806452,pos
Noted ...,0.547619047619,0.452380952381,pos
Noted . . .,0.547619047619,0.452380952381,pos
Beneath the Dow's Surge Investors Find a Mixed Bag,0.923975656398,0.0760243436021,pos
As Energy Prices Sink Many Firms Are Buoyed,0.499491394047,0.500508605953,neg
P&G Stumbles in China,0.571287779238,0.428712220762,pos
At Many Companies  Hunt for LeakersExpands Arsenal of Monitoring Tactics,0.97910071269,0.0208992873101,pos
CW Will Try A New Ad Idea:'Content Wraps',0.687803823367,0.312196176633,pos
Revlon Elevates Kennedy To CEO as Stahl Resigns,0.922360248447,0.0776397515528,pos
P&G Sells Sure Deodorant LabelTo Private Firm Innovative Brands,0.833068837915,0.166931162085,pos
'Any College Will Do',0.50061641423,0.49938358577,pos
Who's News Briefs,0.467927237913,0.532072762087,neg
Noted . . .,0.547619047619,0.452380952381,pos
Who's News Briefs,0.467927237913,0.532072762087,neg
Cigarette MakersAnd U.S. Seek Deal,0.501054658841,0.498945341159,pos
Stock Market Still Faces Uncertainty,0.789213762893,0.210786237107,pos
Japan's Smoking Rate Hits Record Low,0.685282739762,0.314717260238,pos
Europe's Smoking Problem,0.585620838687,0.414379161313,pos
Jeremy Siegel and Jeremy Schwartz: The Great American Bond Bubble,0.911944472985,0.0880555270154,pos
Reynolds's New Cigarette Merely Heats Tobacco,0.549416904471,0.450583095529,pos
Barclays's Barbara Byrne on Building Client Relationships,0.525045184329,0.474954815671,pos
Qualcomm's Profit Leaps 46%,0.776785714286,0.223214285714,pos
Option Trading Remains CautiousDespite Drop in Producer Prices,0.861990286775,0.138009713225,pos
Wireless Industry Agrees to StudyStandard to Boost Network Speed,0.639472104074,0.360527895926,pos
Tax Cut  Shareholder PressureStoke Surge in Stock Dividends,0.666716121908,0.333283878092,pos
Kyocera Wireless to Cut Jobs Shift Manufacturing to Mexico,0.213285897585,0.786714102415,neg
TI to Supply New Phone Chip,0.798294123951,0.201705876049,pos
Technology Stocks DeclineAs eBay's Woes Rattle Investors,0.735294117647,0.264705882353,pos
NASD FinesStock AnalystOver a Rumor,0.6875,0.3125,pos
Corrections & Amplifications,0.5,0.5,pos
Readers Are Split on FiningAnalysts for Passing Rumors,0.750070877485,0.249929122515,pos
L-3 Looks for More Lift,0.525798644426,0.474201355574,pos
The Cities Immigrants Skip;Hugo Stirs Up Montana Storm,0.96947548262,0.0305245173802,pos
ITT Agrees to Buy EDO for $1.4 Billion,0.727962691919,0.272037308081,pos
Video: digits: Jobs's Disney Attendance Record Questioned,0.0315214572266,0.968478542773,neg
Colleges' Research Agreements With Corporations Play Big Role in Jobs,0.770314927203,0.229685072797,pos
Bold Builders Bet on Skyscrapers,0.855609648152,0.144390351848,pos
Best Executive MBA Programs: The Wall Street Journal's 2010 Rankings,0.335455925077,0.664544074923,neg
U.S.-Saudi Arms Deal Moves Ahead,0.629669852302,0.370330147698,pos
Oil-Rich Norway Hires Philosopher As Moral Compass,0.477050232707,0.522949767293,neg
Can Boeing Stay at Lofty Heights?,0.905498028316,0.0945019716845,pos
Happy Workers Are the Best Workers,0.784472907348,0.215527092652,pos
New Respect for an Old Ritual,0.320995526268,0.679004473732,neg
Labor Complaint Hits Starbucks,0.910802723896,0.089197276104,pos
Heartland Sees Boom With Grains in Demand,0.655460777012,0.344539222988,pos
The 50 Women to Watch 2008,0.542506353077,0.457493646923,pos
When Activists Are Terrorists,0.898634707568,0.101365292432,pos
Use These Search Strategies When You're Looking to Relocate,0.553950327101,0.446049672899,pos
Will Work for Fodder,0.812422600183,0.187577399817,pos
Nasdaq to Acquire Phil-Ex for $652 Million,0.524469536962,0.475530463038,pos
ADM ChoosesAn Energy-Savvy OutsiderAs Its New CEO,0.560681313369,0.439318686631,pos
Schlumberger Net Jumps,0.524291497976,0.475708502024,pos
Schlumberger's Net Rises 47% Helped by International Operations,0.876303525095,0.123696474905,pos
Exxon Mobil  Schlumberger: Money Flow Leaders (XOM  SLB),0.638630841789,0.361369158211,pos
SPDR Trust  Schlumberger: Money Flow Leaders (SPY  SLB),0.742094272748,0.257905727252,pos
Schlumberger  iShares Russell 2000: Money Flow Leaders (SLB  IWM),0.834349519516,0.165650480484,pos
Energy Shock:Sector's SharesStill a Bargain,0.601980834583,0.398019165417,pos
BP's Net Income Rises 1.5%On Sale of Refinery  Pipeline,0.993506493506,0.00649350649351,pos
Stocks Gain on Mergers  Earnings,0.413732394366,0.586267605634,neg
Google  Caterpillar Hurt Markets,0.723684210526,0.276315789474,pos
Halliburton's Net More Than Doubles,0.770848956582,0.229151043418,pos
Major Indexes End Mixed On Jitters Over Oil Prices,0.809757394908,0.190242605092,pos
The Second Draft,0.360003305158,0.639996694842,neg
China's M.B.A. ProgramsAttract the Business Elite,0.797193562193,0.202806437807,pos
Sudan's Oil Leads to Standoff,0.784047282279,0.215952717721,pos
Shopkeepers Say 'Enough',0.501703577513,0.498296422487,pos
Creditor-Friendly South OffersPreview of Bankruptcy Changes,0.660252415083,0.339747584917,pos
Citigroup and Fannie Mae Decline,0.388888888889,0.611111111111,neg
Spain's Auna and Ono Battle For Each Other's Media Assets,0.743239591101,0.256760408899,pos
Archstone-SmithTo Buy ApartmentsFrom Oakwood,0.60989010989,0.39010989011,pos
Conviction Marks a Crucial WinFor U.S. Prosecutor in Manhattan,0.966706328447,0.0332936715526,pos
Lenders Clamp DownOn Inflated Appraisals,0.25,0.75,neg
Real Estate,0.592915770181,0.407084229819,pos
Concerns MountAbout Mortgage Risks,0.483788395904,0.516211604096,neg
Rising RentsJolt Tenants,0.550847457627,0.449152542373,pos
Simon Property Sets Offerings to Repay Debt,0.612065324511,0.387934675489,pos
Simon  Others in Real Estate Tackle Debt,0.931239127899,0.0687608721008,pos
With Little Choice  REITs Raise Capital,0.680739609585,0.319260390415,pos
REIT Dividend Cuts Loom,0.2125,0.7875,neg
General Growth Avoids Chapter 11,0.973356410816,0.0266435891845,pos
Mall Owner Presses Bondholders,0.871323529412,0.128676470588,pos
The Year of the Quarterback Meltdown,0.669600141072,0.330399858928,pos
AT&T Inc.,0.416666666667,0.583333333333,neg
AT&T  BellSouth Statement,0.53125,0.46875,pos
AT&T Inc.,0.416666666667,0.583333333333,neg
AT&T Issues Upbeat Forecasts,0.942554610639,0.0574453893613,pos
Phone Giants Roll Out 'Three Screen' Strategy,0.255667536283,0.744332463717,neg
Union WeaknessLets Firms SeekBig Concessions,0.357142857143,0.642857142857,neg
In Europe's AuctionOf New Web Names Strife and Confusion,0.90587228956,0.0941277104402,pos
AT&T Inc.,0.416666666667,0.583333333333,neg
AT&T Expands High-Speed Internet Rollout,0.691489361702,0.308510638298,pos
Energy Firm to Miss TargetFor Drilling Offshore Russia,0.91059602649,0.0894039735099,pos
Online Clothes Reviews Give'Love That Dress' New Clout,0.931295097986,0.0687049020137,pos
Alltel Looks Like a Good Call to Private Equity,0.502834600896,0.497165399104,pos
How a Highflier in Marketing Fell at Wal-Mart,0.405718266437,0.594281733563,neg
Sony Will Boost LCD Shipments,0.783744616179,0.216255383821,pos
Search EnginesHelp ShoppersTo Buy Locally,0.341356173436,0.658643826564,neg
Wall Street Weighs InOn Airline Consolidation,0.392297242873,0.607702757127,neg
Wii! Wii! Wii! This Holiday Season Has Been a Wild Ride for Nintendo,0.515456270266,0.484543729734,pos
Wal-Mart Blames Short-Term Woes But Some Expect Challenges to Remain,0.735701883652,0.264298116348,pos
Walgreen Profit Jumps 25% Helped by Prescription Sales,0.341552557483,0.658447442517,neg
SEC Fines Time Warner $300 Million,0.270564299216,0.729435700784,neg
Text of SEC StatementOn Time Warner Settlement,0.342967962194,0.657032037806,neg
Cablevision  Time Warner FailTo Reach Sports Networks Deal,0.2336974377,0.7663025623,neg
Time Warner Press Release on SEC Settlement,0.296983444298,0.703016555702,neg
Time Warner Joins 'Indie' Film CompanyWith HBO  New Line,0.398907941846,0.601092058154,neg
Warner Music Unveils IPO Plan In Possible Step Toward EMI Deal,0.96915717498,0.0308428250199,pos
EU Drops Probe Into DealAllying Microsoft  Time Warner,0.665717438608,0.334282561392,pos
Time Warner's Ivan HeldMoves to Putnam's Sons,0.57364633069,0.42635366931,pos
Internet-Service Providers UseVOIP to Get Into Phone Game,0.523720330984,0.476279669016,pos
Movie  Music GiantsTry New Weapon Against Pirates: Price,0.660398812238,0.339601187762,pos
Semiconductor Firms Slash Forecasts,0.416666666667,0.583333333333,neg
Semiconductor Companies Are Hot Commodities Recently,0.887392343768,0.112607656232,pos
Are Chips Done With Dips?,0.848052143642,0.151947856358,pos
Fairchild Semi to Cut 12% of Staff,0.258909944367,0.741090055633,neg
Dow industrials decline amid profit warnings,0.831005586592,0.168994413408,pos
Two New Devices Give Presentations Some Portability,0.281223759359,0.718776240641,neg
FedEx and SunTrust Get Hit in Down Day,0.259436949383,0.740563050617,neg
Dow Drops 2.7% in Broad Retreat,0.637164040778,0.362835959222,pos
European Shares Advance; Daimler  Nokia Gain,0.620943816058,0.379056183942,pos
Moscow to OPEC: Let's Revamp How Oil is Traded,0.548126780107,0.451873219893,pos
Court Bolsters UnitedHealth Settlement,0.85119047619,0.14880952381,pos
GM Reaches Settlement In Securities-Fraud Case,0.687690432663,0.312309567337,pos
Humana Net Falls as Costs Increase,0.759802052278,0.240197947722,pos
Fierce Bidding for Drug Benefit,0.704014567029,0.295985432971,pos
Top Newsletter Picks,0.724835101807,0.275164898193,pos
Insurers Bet BigOn New Drug Benefit,0.658220041382,0.341779958618,pos
WellPoint Gets New York FootholdIn $6.5 Billion WellChoice Deal,0.649883539051,0.350116460949,pos
Medicare Names ApprovedDrug-Plan Providers,0.405882352941,0.594117647059,neg
Newly Out of a Job? Here's How To Replace the Health Benefits,0.598224014244,0.401775985756,pos
Insurers Hire Radiology Police to Vet Scanning,0.835834896811,0.164165103189,pos
UPS  Union Pacific Profits Show Healthy Economy,0.123356269113,0.876643730887,neg
Union Pacific's Profit JumpsOn Sharp Rise in Shipping Rates,0.614064736758,0.385935263242,pos
The Middle of Somewhere,0.361605222525,0.638394777475,neg
Tensions MountOver Fuel ChargesSet by Railroads,0.286,0.714,neg
Three Chinese AirlinesMight Forge Tighter Links,0.979823024191,0.0201769758086,pos
Traffic Jam on the Tracks,0.810498465993,0.189501534007,pos
Pomp & Circumstance,0.863636363636,0.136363636364,pos
Noted ...,0.547619047619,0.452380952381,pos
Can Ethanol SolveThe Nation's Energy Problems?,0.54974912669,0.45025087331,pos
A Look at Three Companies in Energy Deal,0.714605924538,0.285394075462,pos
Trying to Turn Its Image Around U.S. Puts Top CEOs Out Front,0.721369453239,0.278630546761,pos
GM's Board Seeks to AddAn African-American Director,0.578620154479,0.421379845521,pos
Pension Measures Remain Far Apart,0.762019186308,0.237980813692,pos
Air-Cargo Customers ComplainAbout Carriers' Surcharges,0.657894736842,0.342105263158,pos
McAfee Rises 18%;Arch Coal Declines,0.873940677966,0.126059322034,pos
Intel  Yahoo Trade RobustlyAmid Week of Tech Earnings,0.58268111334,0.41731888666,pos
UPS Rebounds to 16% Net Rise But Is Cautious About Economy,0.89392346126,0.10607653874,pos
Amazon Delivers 'Harry Potter'On Same Day of Book's Release,0.623391609372,0.376608390628,pos
Banks Start to Cater to Late Payers,0.351303885045,0.648696114955,neg
U.S. Postal Service Makes MoveToward Setting a Rate Increase,0.887131620387,0.112868379613,pos
Selling the Special Touch,0.572224510729,0.427775489271,pos
Marvell DropsOn SEC Query;Rambus Gains 6.7%,0.264705882353,0.735294117647,neg
Fed Faces a Post-Katrina Conundrum:Slowdown in Growth  Rise in Inflation,0.910875962694,0.0891240373057,pos
Lenders Ease The Throttle On Car Loans,0.769419704271,0.230580295729,pos
Hiring Outlook Is Bleak For Banking Professionals,0.918651324933,0.081348675067,pos
U.S. Banks: Too Big to Fail. Too Big to Save?,0.33670216319,0.66329783681,neg
Four at Four: Audio-Video Plug-Ins,0.559734513274,0.440265486726,pos
With PNC Riding High  Some Wonder If Bank Can Stick to Turnaround Plan,0.215703649551,0.784296350449,neg
To raise more capital  Citigroup is shoving aside its shareholders,0.471528093681,0.528471906319,neg
Countrywide Reports Another RiseIn Overdue Loans,0.871590950523,0.128409049477,pos
Armenian Genocide Resolution Advances Despite Obama Push,0.439630675865,0.560369324135,neg
DJIA Extends Winning Streak to Four,0.821200962679,0.178799037321,pos
Abu Dhabi's Oil Output Gets Tougher,0.949237299691,0.0507627003089,pos
Obama to Push NASA Plans,0.116212502862,0.883787497138,neg
Media Giants Converge on Abu Dhabi,0.678694158076,0.321305841924,pos
United Arab Emirates Joins Nuclear Club,0.747113931242,0.252886068758,pos
FAA  NASA Clash Over Commercial Space Safety,0.145340571138,0.854659428862,neg
Northrop Quits Pentagon Tanker Contest,0.17343387471,0.82656612529,neg
Obama Details Effort to Double Exports Over Five Years,0.397616982394,0.602383017606,neg
In Texas  a Feud Heats Up Between Wind Power and Natural Gas Power Plants,0.572910992229,0.427089007771,pos
More Merchants ComplyingWith Visa's Security Rules,0.0489039545666,0.951096045433,neg
Corrections & Amplifications,0.5,0.5,pos
Security-Software Industry's Miniboom,0.576388888889,0.423611111111,pos
Making SureYour StoresGuard the Data,0.424743829841,0.575256170159,neg
Counting More Than Clicks,0.580690062043,0.419309937957,pos
'Curveball: Spies  Lies and the Con Man Who Caused a War',0.775176101839,0.224823898161,pos
How Lawmaker Rebuilt Hometown on Earmarks,0.483041575492,0.516958424508,neg
What's So Good About Badminton?,0.488861337875,0.511138662125,neg
MasterCard'sShares Up 21%On Profit Gain,0.792134831461,0.207865168539,pos
TJX Ruling Gives Banks a Breakthrough,0.959641623182,0.0403583768184,pos
Cable vs. Phone: Giants Escalate Fierce Turf War,0.153506415212,0.846493584788,neg
In Risky Move  a New AT&TBets on Internet Technology,0.809087649255,0.190912350745,pos
MCI Reached Profit in Quarter,0.738805970149,0.261194029851,pos
BellSouth LaunchesFastest Web ServiceAmong Phone Firms,0.235849056604,0.764150943396,neg
FCC Approves Verizon-MCI PactAnd SBC's Purchase of AT&T,0.794117647059,0.205882352941,pos
SBC CompletesAT&T Purchase Takes New Name,0.613108939303,0.386891060697,pos
Angling for a Cellphone Upgrade,0.502600104004,0.497399895996,pos
Alltel to Acquire Midwest Wireless For $1.08 Billion,0.538300163374,0.461699836626,pos
How to Watch TV,0.496927569738,0.503072430262,neg
Cable Companies See New Threat In FCC Shift on a la Carte Service,0.591655016025,0.408344983975,pos
Alliance Boots Takes 12% in China's Nanjing Pharmaceutical,0.75707310164,0.24292689836,pos
Video: Deal Journal's Winners and Losers: Marissa Mayer and...?,0.354292142718,0.645707857282,neg
KKR Makes Money Back on Alliance Boots Sale,0.903327684894,0.0966723151062,pos
Walgreen-Alliance Boots: KKR Makes Back its Money,0.557180475738,0.442819524262,pos
Walgreens-Alliance Boots Merger Poses Tech Challenges,0.70079787234,0.29920212766,pos
Analysts Blasting Walgreen-Alliance Boots Deal as Shares Fall,0.856551773185,0.143448226815,pos
Alliance Boots Deal Biggest in Walgreen's History,0.870543934104,0.129456065896,pos
Walgreen to Spend $6.7 Billion on Alliance Boots Stake,0.78774061271,0.21225938729,pos
Video: Walgreen Buys Alliance Boots Stake for $6.7 Billion,0.744479114228,0.255520885772,pos
A.M. Vitals: Untreatable TB Strain in India,0.938888888889,0.0611111111111,pos
U.S. to Sell Wells Fargo Warrants,0.807845744681,0.192154255319,pos
U.S. Gains $840.4 Million From Wells Fargo Warrants,0.940821487953,0.0591785120472,pos
Wells Fargo  Bank of America: Money Flow Leaders (WFC  BAC),0.966416956901,0.0335830430987,pos
Wells Fargo CEO John Stumpf Discusses Charitable Giving in San Francisco,0.605134846078,0.394865153922,pos
Best on the Street Stock Analysts: Business & Industrial Services,0.870454491238,0.129545508762,pos
Diminishing Return for Taxpayers on Citi Stake,0.910419277075,0.0895807229252,pos
When Mortgage Relief Is a Band-Aid,0.380703186496,0.619296813504,neg
Property Report: Tribal-Casino Loans Tested by Ruling,0.949856733524,0.0501432664756,pos
Chicago Landmark Teeters,0.811977715877,0.188022284123,pos
Overhaul Puts Bank Ratings at Risk,0.603735310576,0.396264689424,pos
The Dark Side Of 'Green' Bulbs,0.413522616802,0.586477383198,neg
Defeatist Double Standard,0.177724813192,0.822275186808,neg
Wal-Mart Sneezes China Catches Cold,0.648463317911,0.351536682089,pos
Roehm AccusesWal-Mart BrassOf Ethics Lapses,0.717391304348,0.282608695652,pos
Fashion Faux Pas Hurts Wal-Mart,0.300381133873,0.699618866127,neg
Wal-Mart Chief BoughtRing From Firm's Vendor,0.596400314036,0.403599685964,pos
Wal-Mart Net Rises As Weakness in U.S. Persists,0.9375,0.0625,pos
Wal-Mart Sales DeclineIs Worst in 28 Years,0.199697798723,0.800302201277,neg
Dell to Rely Less on Direct Sales,0.806039014767,0.193960985233,pos
Wal-Mart Weighs Tie-Up,0.3125,0.6875,neg
Exxon Adopts Majority VoteFor Uncontested Directors,0.506191950464,0.493808049536,pos
Results at Exxon Shell May AugurGrowth Slowdown,0.301694452036,0.698305547964,neg
Exxon  China Reach Tentative Deal on Russian Gas,0.94805738955,0.0519426104498,pos
MarketBeat: Broad and Deep Advance,0.489327374379,0.510672625621,neg
Oil News Roundup,0.744845360825,0.255154639175,pos
Oil News Roundup,0.744845360825,0.255154639175,pos
Oil News Roundup,0.744845360825,0.255154639175,pos
Oil News Roundup,0.744845360825,0.255154639175,pos
Indonesia Renews BidTo Lure Foreign Investors,0.583333333333,0.416666666667,pos
Chinese Oil Companies CloseValue Gap With Overseas Rivals,0.513707524158,0.486292475842,pos
